source,target,tgt_lng,src_lng,ship_id,ship_type_zh,ship_type_en,nation_zh,nation_en,variant,zh_CN_form,zh_CN_standard,zh_CN_harmonised,same_source_alternatives
紀伊,Kii,en-US,ja-JP,305121,战列,Battleship,重樱,Sakura Empire,,,纪伊,鲣,
紫,Murasaki,en-US,ja-JP,11000061,轻航,Light Carrier,联动阵营,Collab,,,紫,,
紫咲シオン,Murasaki Shion,en-US,ja-JP,900805,轻航,Light Carrier,联动阵营,Collab,,,紫咲诗音,,
綾波,Ayanami,en-US,ja-JP,301051,驱逐,Destroyer,重樱,Sakura Empire,,,绫波,柚,
綾瀬,Ayase,en-US,ja-JP,302261,轻巡,Light Cruiser,重樱,Sakura Empire,,,绫濑,狑,
绫波-传说级格斗家,Ayanami,en-US,ja-JP,900412,驱逐,Destroyer,通用,Universal,,,绫波-传说级格斗家,,
羽黒,Haguro,en-US,ja-JP,303101,重巡,Heavy Cruiser,重樱,Sakura Empire,,,羽黑,犰,
翔鶴,Shoukaku,en-US,ja-JP,307051,正航,Aircraft Carrier,重樱,Sakura Empire,,,翔鹤,鹬,
肇和,Chao Ho,en-US,ja-JP,502051,轻巡,Light Cruiser,东煌,Dragon Empery,,,肇和,,
能代,Noshiro,en-US,ja-JP,302211,轻巡,Light Cruiser,重樱,Sakura Empire,,,能代,貅,
能代(μ兵装),Noshiro μ,en-US,ja-JP,302241,轻巡,Light Cruiser,重樱,Sakura Empire,μ兵装,,能代(μ兵装),貅(μ兵装),
腓特烈·卡尔-钢铁教会机械师,Friedrich Carl,en-US,ja-JP,900427,正航,Aircraft Carrier,通用,Universal,,,腓特烈·卡尔-钢铁教会机械师,,
艾菈·冯·杜勒,Isla von Duerer,en-US,ja-JP,900515,轻巡,Light Cruiser,联动阵营,Collab,,,艾菈·冯·杜勒,,
花月,Hanazuki,en-US,ja-JP,301821,驱逐,Destroyer,重樱,Sakura Empire,,,花月,榵,
若月,Wakatsuki,en-US,ja-JP,301881,驱逐,Destroyer,重樱,Sakura Empire,,,若月,若,
若葉,Wakaba,en-US,ja-JP,301231,驱逐,Destroyer,重樱,Sakura Empire,,,若叶,楉,
荒潮,Arashio,en-US,ja-JP,301661,驱逐,Destroyer,重樱,Sakura Empire,,,荒潮,栘,
華甲,Hwah Jah,en-US,ja-JP,506021,轻航,Light Carrier,东煌,Dragon Empery,,,华甲,,
葛城,Katsuragi,en-US,ja-JP,307121,正航,Aircraft Carrier,重樱,Sakura Empire,,,葛城,鹖,
蒼龍,Souryuu,en-US,ja-JP,307031,正航,Aircraft Carrier,重樱,Sakura Empire,,,苍龙,蛟,
蒼龍(META),Souryuu META,en-US,ja-JP,9707031,正航,Aircraft Carrier,META,META,META,,苍龙·META,蛟·META,
蕾妮雅,Lenja,en-US,ja-JP,900516,驱逐,Destroyer,联动阵营,Collab,,,蕾妮雅,,
藤波,Fujinami,en-US,ja-JP,301941,驱逐,Destroyer,重樱,Sakura Empire,,,藤波,藤,
虎賁,Hu Pen,en-US,ja-JP,501061,驱逐,Destroyer,东煌,Dragon Empery,,,虎贲,,
衣笠,Kinugasa,en-US,ja-JP,303041,重巡,Heavy Cruiser,重樱,Sakura Empire,,,衣笠,猅,
西連寺春菜,Haruna Sairenji,en-US,ja-JP,900477,战巡,Battlecruiser,联动阵营,Collab,,,西连寺春菜,,
親潮,Oyashio,en-US,ja-JP,301281,驱逐,Destroyer,重樱,Sakura Empire,,,亲潮,藮,
試作型ブリMKII,Prototype Bulin MKII,en-US,ja-JP,100011,驱逐,Destroyer,通用,Universal,II型,,试作型布里MKII,,Prototype Bulin MKII [通用 驱逐] | Trial Bulin MKII [通用 驱逐]
試作型ブリMKII,Trial Bulin MKII,en-US,ja-JP,900324,驱逐,Destroyer,通用,Universal,II型,,试作型布里MKII,,Prototype Bulin MKII [通用 驱逐] | Trial Bulin MKII [通用 驱逐]
谷風,Tanikaze,en-US,ja-JP,301621,驱逐,Destroyer,重樱,Sakura Empire,,,谷风,栭,
赤城,Akagi,en-US,ja-JP,307011,正航,Aircraft Carrier,重樱,Sakura Empire,,,赤城,凰,
赤城(μ兵装),Akagi μ,en-US,ja-JP,307101,正航,Aircraft Carrier,重樱,Sakura Empire,μ兵装,,赤城(μ兵装),凰(μ兵装),
赤城ちゃん,Akagi-chan,en-US,ja-JP,307091,正航,Aircraft Carrier,重樱,Sakura Empire,,,小赤城,小凰,
足柄,Ashigara,en-US,ja-JP,303091,重巡,Heavy Cruiser,重樱,Sakura Empire,,,足柄,狳,
近江,Oumi,en-US,ja-JP,305161,战列,Battleship,重樱,Sakura Empire,,,近江,鳉,
追風,Oite,en-US,ja-JP,301851,驱逐,Destroyer,重樱,Sakura Empire,,,追风,椎,
逸仙,Yat Sen,en-US,ja-JP,502011,轻巡,Light Cruiser,东煌,Dragon Empery,,,逸仙,,
那智,Nachi,en-US,ja-JP,303081,重巡,Heavy Cruiser,重樱,Sakura Empire,,,那智,狏,
那珂,Naka,en-US,ja-JP,302141,轻巡,Light Cruiser,重樱,Sakura Empire,,,那珂,豻,
酒匂,Sakawa,en-US,ja-JP,302231,轻巡,Light Cruiser,重樱,Sakura Empire,,,酒匂,貄,
野分,Nowaki,en-US,ja-JP,301201,驱逐,Destroyer,重樱,Sakura Empire,,,野分,苓,
金剛,Kongou,en-US,ja-JP,304011,战巡,Battlecruiser,重樱,Sakura Empire,,,金刚,鲤,
金剛(μ兵装),Kongou μ,en-US,ja-JP,304081,战巡,Battlecruiser,重樱,Sakura Empire,μ兵装,,金刚(μ兵装),鲤(μ兵装),
金布里机甲1号,Gilded Age Mech MKI,en-US,ja-JP,900424,超巡,Large Cruiser,通用,Universal,,,金布里机甲1号,,
金色の闇,Golden Darkness,en-US,ja-JP,900476,战列,Battleship,联动阵营,Collab,,,金色暗影,,
鈴谷,Suzuya,en-US,ja-JP,303171,重巡,Heavy Cruiser,重樱,Sakura Empire,,,铃谷,狺,
鎮海,Chen Hai,en-US,ja-JP,506011,轻航,Light Carrier,东煌,Dragon Empery,,,镇海,,
長春,Chang Chun,en-US,ja-JP,501031,驱逐,Destroyer,东煌,Dragon Empery,,,长春,,
長月,Nagatsuki,en-US,ja-JP,301391,驱逐,Destroyer,重樱,Sakura Empire,,,长月,枨,
長波,Naganami,en-US,ja-JP,301831,驱逐,Destroyer,重樱,Sakura Empire,,,长波,苌,
長良,Nagara,en-US,ja-JP,302041,轻巡,Light Cruiser,重樱,Sakura Empire,,,长良,貊,
長門,Nagato,en-US,ja-JP,305051,战列,Battleship,重樱,Sakura Empire,,,长门,鲨,
長風,Chang Feng,en-US,ja-JP,501081,驱逐,Destroyer,东煌,Dragon Empery,,,长风,,
长门·META,Nagato META,en-US,ja-JP,900459,战列,Battleship,META,META,META,,长门·META,鲨·META,
阿尔及利亚-王国军方旗骑士,Algérie,en-US,ja-JP,900419,重巡,Heavy Cruiser,通用,Universal,,,阿尔及利亚-王国军方旗骑士,,
阿武隈,Abukuma,en-US,ja-JP,302091,轻巡,Light Cruiser,重樱,Sakura Empire,,,阿武隈,貃,
阿賀野,Agano,en-US,ja-JP,302201,轻巡,Light Cruiser,重樱,Sakura Empire,,,阿贺野,豼,
陸奥,Mutsu,en-US,ja-JP,305061,战列,Battleship,重樱,Sakura Empire,,,陆奥,鲛,
陽炎,Kagerou,en-US,ja-JP,301171,驱逐,Destroyer,重樱,Sakura Empire,,,阳炎,萩,
隼鷹,Junyou,en-US,ja-JP,306021,轻航,Light Carrier,重樱,Sakura Empire,,,隼鹰,鸢,
隼鷹(META),Junyou META,en-US,ja-JP,9706021,轻航,Light Carrier,META,META,META,,隼鹰·META,鸢·META,
雪不帰,Fubuki,en-US,ja-JP,11000051,战列,Battleship,联动阵营,Collab,,,雪不归,,
雪泉,Yumi,en-US,ja-JP,11000041,正航,Aircraft Carrier,联动阵营,Collab,,,雪泉,,
雪風,Yukikaze,en-US,ja-JP,301161,驱逐,Destroyer,重樱,Sakura Empire,,,雪风,莲,
雲仙,Unzen,en-US,ja-JP,303191,重巡,Heavy Cruiser,重樱,Sakura Empire,,,云仙,猃,
雲龍,Unryuu,en-US,ja-JP,307171,正航,Aircraft Carrier,重樱,Sakura Empire,,,云龙,靇,
雷,Ikazuchi,en-US,ja-JP,301111,驱逐,Destroyer,重樱,Sakura Empire,,,雷,梓,
電,Inazuma,en-US,ja-JP,301121,驱逐,Destroyer,重樱,Sakura Empire,,,电,柏,
霞·META,Kasumi META,en-US,ja-JP,900457,驱逐,Destroyer,META,META,META,,霞·META,蕸·META,
霞改,Kasumi Retrofit,en-US,ja-JP,301534,驱逐,Destroyer,重樱,Sakura Empire,,,霞.改,蕸.改,
霞飞-战斗天使,Joffre,en-US,ja-JP,900423,正航,Aircraft Carrier,通用,Universal,,,霞飞-战斗天使,,
霧島,Kirishima,en-US,ja-JP,304041,战巡,Battlecruiser,重樱,Sakura Empire,,,雾岛,鳗,
青葉,Aoba,en-US,ja-JP,303031,重巡,Heavy Cruiser,重樱,Sakura Empire,,,青叶,犹,
鞍山,An Shan,en-US,ja-JP,501011,驱逐,Destroyer,东煌,Dragon Empery,,,鞍山,,
響,Hibiki,en-US,ja-JP,301101,驱逐,Destroyer,重樱,Sakura Empire,,,响,栀,
風雲,Kazagumo,en-US,ja-JP,301861,驱逐,Destroyer,重樱,Sakura Empire,,,风云,枟,
飛雲,Fei Yuen,en-US,ja-JP,501071,驱逐,Destroyer,东煌,Dragon Empery,,,飞云,,
飛鳥,Asuka,en-US,ja-JP,11000011,轻巡,Light Cruiser,联动阵营,Collab,,,飞鸟,,
飛鳥川ちせ,Chise Asukagawa,en-US,ja-JP,10800061,正航,Aircraft Carrier,联动阵营,Collab,,,飞鸟川千濑,,
飛鷹,Hiyou,en-US,ja-JP,306011,轻航,Light Carrier,重樱,Sakura Empire,,,飞鹰,鸱,
飛鷹(META),Hiyou META,en-US,ja-JP,9706011,轻航,Light Carrier,META,META,META,,飞鹰·META,鸱·META,
飛龍,Hiryuu,en-US,ja-JP,307041,正航,Aircraft Carrier,重樱,Sakura Empire,,,飞龙,龙,
飛龍(META),Hiryu.META,en-US,ja-JP,900333,正航,Aircraft Carrier,META,META,META,,飞龙·META,龙·META,
駿河,Suruga,en-US,ja-JP,305141,战列,Battleship,重樱,Sakura Empire,,,骏河,鲪,
马可波罗（圣座 前排）,Marco Polo,en-US,ja-JP,900536,超巡,Large Cruiser,撒丁帝国,Sardegna Empire,,,马可波罗（圣座 前排）,,
马可波罗（王座 前排）,Marco Polo,en-US,ja-JP,900485,超巡,Large Cruiser,撒丁帝国,Sardegna Empire,,,马可波罗（王座 前排）,,
高雄,Takao,en-US,ja-JP,303111,重巡,Heavy Cruiser,重樱,Sakura Empire,,,高雄,獒,
鬼怒,Kinu,en-US,ja-JP,302081,轻巡,Light Cruiser,重樱,Sakura Empire,,,鬼怒,猤,
鲁莽-王国军二级魔法师,Le Téméraire,en-US,ja-JP,900417,驱逐,Destroyer,通用,Universal,,,鲁莽-王国军二级魔法师,,
鳥海,Choukai,en-US,ja-JP,303141,重巡,Heavy Cruiser,重樱,Sakura Empire,,,鸟海,猋,
鳳翔,Houshou,en-US,ja-JP,306031,轻航,Light Carrier,重樱,Sakura Empire,,,凤翔,凤,
鳳翔(META),Houshou META,en-US,ja-JP,9706041,轻航,Light Carrier,META,META,META,,凤翔·META,凤·META,
鳶一折紙,Origami Tobiichi,en-US,ja-JP,11500021,正航,Aircraft Carrier,联动阵营,Collab,,,鸢一折纸,,
黒潮,Kuroshio,en-US,ja-JP,301271,驱逐,Destroyer,重樱,Sakura Empire,,,黑潮,蓉,
龍武,Lung Wu,en-US,ja-JP,501051,驱逐,Destroyer,东煌,Dragon Empery,,,龙武,,
龍驤,Ryuujou,en-US,ja-JP,306061,轻航,Light Carrier,重樱,Sakura Empire,,,龙骧,枭,
龍鳳,Ryuuhou,en-US,ja-JP,306071,轻航,Light Carrier,重樱,Sakura Empire,,,龙凤,鸗,
2대,The 2nd,en-US,ko-KR,10800081,航战,Aviation Battleship,联动阵营,Collab,,,第二代,,
U-556·META,U-556 META,en-US,ko-KR,9708011,潜艇,Submarine,META,META,META,,U-556·META,优可可洛·META,
가스코뉴,Gascogne,en-US,ko-KR,900399,战列,Battleship,皇家,Royal Navy,,,加斯科涅,,
가스코뉴(μ장비),Gascogne μ,en-US,ko-KR,905031,战列,Battleship,维希教廷,Vichya Dominion,μ兵装,,加斯科涅(μ兵装),,
갈라테아,Galatea,en-US,ko-KR,202141,轻巡,Light Cruiser,皇家,Royal Navy,,,加拉蒂亚,,
강구트,Gangut,en-US,ko-KR,705011,战列,Battleship,北方联合,Northern Parliament,,,甘古特,,
강구트·META,Gangut META,en-US,ko-KR,9705101,战列,Battleship,META,META,META,,甘古特·META,,
갤런트,Gallant,en-US,ko-KR,201391,驱逐,Destroyer,皇家,Royal Navy,,,勇气,,
건스웨이,Ganj-i-Sawai,en-US,ko-KR,900468,风帆,Sailing Frigate,飓风船团,Tempesta,,,冈依沙瓦号,,
고리치아,Gorizia,en-US,ko-KR,603061,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,戈里齐亚,,
골든 하인드,Golden Hind,en-US,ko-KR,900464,风帆,Sailing Frigate,飓风船团,Tempesta,,,金鹿号,,
공주,Princess Hime,en-US,ko-KR,10800091,运输,Munition Ship,联动阵营,Collab,,,公主,,
괌,Guam,en-US,ko-KR,118021,超巡,Large Cruiser,白鹰,Eagle Union,,,关岛,,
그나이제나우,Gneisenau,en-US,ko-KR,404021,战巡,Battlecruiser,铁血,Iron Blood,,,格奈森瑙,奥古斯塔,
그나이제나우·META,Gneisenau META,en-US,ko-KR,900383,超巡,Large Cruiser,META,META,META,,格奈森瑙·META,奥古斯塔·META,
그라프 체펠린,Graf Zeppelin,en-US,ko-KR,407011,正航,Aircraft Carrier,铁血,Iron Blood,,,齐柏林伯爵,海拉伯爵,
그렌빌,Grenville,en-US,ko-KR,201131,驱逐,Destroyer,皇家,Royal Navy,,,格伦维尔,,
그렌빌·META,Grenville META,en-US,ko-KR,9701071,驱逐,Destroyer,META,META,META,,格伦维尔·META,,
그로즈니,Grozny,en-US,ko-KR,701021,驱逐,Destroyer,北方联合,Northern Parliament,,,威严,,
그롬키,Gromky,en-US,ko-KR,701081,驱逐,Destroyer,北方联合,Northern Parliament,,,洪亮,,
그리들리,Gridley,en-US,ko-KR,101051,驱逐,Destroyer,白鹰,Eagle Union,,,格里德利,,
그리먀시,Gremyashchy,en-US,ko-KR,701071,驱逐,Destroyer,北方联合,Northern Parliament,,,雷鸣,,
그린 하트,Green Heart,en-US,ko-KR,10100081,正航,Aircraft Carrier,联动阵营,Collab,,,翡绿之心,,
글래스고,Glasgow,en-US,ko-KR,202261,轻巡,Light Cruiser,皇家,Royal Navy,,,格拉斯哥,,
글로리어스,Glorious,en-US,ko-KR,207061,正航,Aircraft Carrier,皇家,Royal Navy,,,光荣,,
글로리어스·META,Glorious META,en-US,ko-KR,9707071,正航,Aircraft Carrier,META,META,META,,光荣·META,,
글로스터,Gloucester,en-US,ko-KR,202101,轻巡,Light Cruiser,皇家,Royal Navy,,,格罗斯特,,
글로우웜,Glowworm,en-US,ko-KR,201141,驱逐,Destroyer,皇家,Royal Navy,,,萤火虫,,
금빛 어둠,Golden Darkness,en-US,ko-KR,900476,战列,Battleship,联动阵营,Collab,,,金色暗影,,
기샹,Guichen,en-US,ko-KR,802031,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,吉尚,,
꼬마 그라프 체펠린,Zeppy,en-US,ko-KR,407021,正航,Aircraft Carrier,铁血,Iron Blood,,,小齐柏林,小海拉,
꼬마 다이호,Taihou-chan,en-US,ko-KR,307131,正航,Aircraft Carrier,重樱,Sakura Empire,,,小大凤,小鹩,
꼬마 리나운,Little Renown,en-US,ko-KR,204041,战巡,Battlecruiser,皇家,Royal Navy,,,小声望,,
꼬마 벨파스트,Little Bel,en-US,ko-KR,202181,轻巡,Light Cruiser,皇家,Royal Navy,,,小贝法,,
꼬마 샌디에이고,Li'l Sandy,en-US,ko-KR,102211,轻巡,Light Cruiser,白鹰,Eagle Union,,,小圣地亚哥,小圣戴安娜,
꼬마 슈피,Little Spee,en-US,ko-KR,403131,重巡,Heavy Cruiser,铁血,Iron Blood,,,小斯佩,小休贝塔,
꼬마 시나노,Shinano-chan,en-US,ko-KR,307141,正航,Aircraft Carrier,重樱,Sakura Empire,,,小信浓,小鵗,
꼬마 아마기,Amagi-chan,en-US,ko-KR,304071,战巡,Battlecruiser,重樱,Sakura Empire,,,小天城,小鳐,
꼬마 아카기,Akagi-chan,en-US,ko-KR,307091,正航,Aircraft Carrier,重樱,Sakura Empire,,,小赤城,小凰,
꼬마 앵커리지,Little Anchorage,en-US,ko-KR,103291,重巡,Heavy Cruiser,白鹰,Eagle Union,,,小安克雷奇,,
꼬마 에기르,Little Ägir,en-US,ko-KR,403161,超巡,Large Cruiser,铁血,Iron Blood,,,小埃吉尔,小埃格妮丝,
꼬마 엔터프라이즈,Little Enterprise,en-US,ko-KR,107991,正航,Aircraft Carrier,白鹰,Eagle Union,,,小企业,,
꼬마 일러스트리어스,Little Illustrious,en-US,ko-KR,207091,正航,Aircraft Carrier,皇家,Royal Navy,,,小光辉,,
꼬마 체셔,Little Cheshire,en-US,ko-KR,203101,重巡,Heavy Cruiser,皇家,Royal Navy,,,小柴郡,,
꼬마 클리블랜드,Clevelad,en-US,ko-KR,102201,轻巡,Light Cruiser,白鹰,Eagle Union,,,小克利夫兰,,
꼬마 포미더블,Little Formidable,en-US,ko-KR,207131,正航,Aircraft Carrier,皇家,Royal Navy,,,小可畏,,
꼬마 프리드리히,Little Friedrich,en-US,ko-KR,405061,战列,Battleship,铁血,Iron Blood,,,小腓特烈,小腓德雷卡,
꼬마 프린츠 오이겐,Little Prinz Eugen,en-US,ko-KR,403121,重巡,Heavy Cruiser,铁血,Iron Blood,,,小欧根,小萨沃伊,
꼬마 헬레나,Lena,en-US,ko-KR,102191,轻巡,Light Cruiser,白鹰,Eagle Union,,,小海伦娜,,
꼬마 히에이,Hiei-chan,en-US,ko-KR,304061,战巡,Battlecruiser,重樱,Sakura Empire,,,小比叡,小鲟,
나가나미,Naganami,en-US,ko-KR,301831,驱逐,Destroyer,重樱,Sakura Empire,,,长波,苌,
나가라,Nagara,en-US,ko-KR,302041,轻巡,Light Cruiser,重樱,Sakura Empire,,,长良,貊,
나가츠키,Nagatsuki,en-US,ko-KR,301391,驱逐,Destroyer,重樱,Sakura Empire,,,长月,枨,
나가토,Nagato,en-US,ko-KR,305051,战列,Battleship,重樱,Sakura Empire,,,长门,鲨,
나가토·META,Nagato META,en-US,ko-KR,900459,战列,Battleship,META,META,META,,长门·META,鲨·META,
나기사,Nagisa,en-US,ko-KR,10600051,战列,Battleship,联动阵营,Collab,,,凪咲,,
나나 아스타 데빌룩,Nana Astar Deviluke,en-US,ko-KR,900474,驱逐,Destroyer,联动阵营,Collab,,,娜娜·阿丝达·戴比路克,,
나미코,Namiko,en-US,ko-KR,10800041,重巡,Heavy Cruiser,联动阵营,Collab,,,奈美子,,
나요로,Nayoro,en-US,ko-KR,302291,轻巡,Light Cruiser,重樱,Sakura Empire,,,名寄,貀,
나츠이로 마츠리,Natsuiro Matsuri,en-US,ko-KR,900802,驱逐,Destroyer,联动阵营,Collab,,,夏色祭,,
나치,Nachi,en-US,ko-KR,303081,重巡,Heavy Cruiser,重樱,Sakura Empire,,,那智,狏,
나카,Naka,en-US,ko-KR,302141,轻巡,Light Cruiser,重樱,Sakura Empire,,,那珂,豻,
나키리 아야메,Nakiri Ayame,en-US,ko-KR,900803,重巡,Heavy Cruiser,联动阵营,Collab,,,百鬼绫目,,
나토리,Natori,en-US,ko-KR,302061,轻巡,Light Cruiser,重樱,Sakura Empire,,,名取,猽,
나폴리,Napoli,en-US,ko-KR,699021,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,那不勒斯,,
네바다,Nevada,en-US,ko-KR,105011,战列,Battleship,白鹰,Eagle Union,,,内华达,,
네바다·META,Nevada META,en-US,ko-KR,9705091,战列,Battleship,META,META,META,,内华达·META,,
넬슨,Nelson,en-US,ko-KR,205031,战列,Battleship,皇家,Royal Navy,,,纳尔逊,,
넵튠,Neptune,en-US,ko-KR,299011,轻巡,Light Cruiser,皇家,Royal Navy,,,海王星,,
노샘프턴,Northampton,en-US,ko-KR,103031,重巡,Heavy Cruiser,白鹰,Eagle Union,,,北安普敦,,
노샘프턴Ⅱ,Northampton II,en-US,ko-KR,103261,重巡,Heavy Cruiser,白鹰,Eagle Union,II型,,北安普敦II,,
노스캐롤라이나,North Carolina,en-US,ko-KR,105121,战列,Battleship,白鹰,Eagle Union,,,北卡罗来纳,,
노시로,Noshiro,en-US,ko-KR,302211,轻巡,Light Cruiser,重樱,Sakura Empire,,,能代,貅,
노시로(μ장비),Noshiro μ,en-US,ko-KR,302241,轻巡,Light Cruiser,重樱,Sakura Empire,μ兵装,,能代(μ兵装),貅(μ兵装),
노와키,Nowaki,en-US,ko-KR,301201,驱逐,Destroyer,重樱,Sakura Empire,,,野分,苓,
노틸러스,Nautilus,en-US,ko-KR,108071,潜艇,Submarine,白鹰,Eagle Union,,,鹦鹉螺,,
노포크,Norfolk,en-US,ko-KR,203051,重巡,Heavy Cruiser,皇家,Royal Navy,,,诺福克,,
뇨텐구,Nyotengu,en-US,ko-KR,10600061,正航,Aircraft Carrier,联动阵营,Collab,,,女天狗,,
누비안,Nubian,en-US,ko-KR,201371,驱逐,Destroyer,皇家,Royal Navy,,,努比亚人,,
뉘른베르크,Nürnberg,en-US,ko-KR,402051,轻巡,Light Cruiser,铁血,Iron Blood,,,纽伦堡,诺菈,
뉴올리언스,New Orleans,en-US,ko-KR,103121,重巡,Heavy Cruiser,白鹰,Eagle Union,,,新奥尔良,,
뉴저지,New Jersey,en-US,ko-KR,105171,战列,Battleship,白鹰,Eagle Union,,,新泽西,花园,
뉴캐슬,Newcastle,en-US,ko-KR,202191,轻巡,Light Cruiser,皇家,Royal Navy,,,纽卡斯尔,,
느와르,Noire,en-US,ko-KR,10100021,重巡,Heavy Cruiser,联动阵营,Collab,,,诺瓦露,,
니나 프리드,Nina Friede,en-US,ko-KR,900518,战列,Battleship,联动阵营,Collab,,,妮娜·弗里德,,
니이즈키,Niizuki,en-US,ko-KR,301561,驱逐,Destroyer,重樱,Sakura Empire,,,新月,枥,
니콜라스,Nicholas,en-US,ko-KR,101311,驱逐,Destroyer,白鹰,Eagle Union,,,尼古拉斯,,
니콜로소 다 레코,Nicoloso da Recco,en-US,ko-KR,601061,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,尼科洛索·达雷科,,
닝하이,Ning Hai,en-US,ko-KR,502021,轻巡,Light Cruiser,东煌,Dragon Empery,,,宁海,,
다운즈,Downes,en-US,ko-KR,101041,驱逐,Destroyer,白鹰,Eagle Union,,,唐斯,,
다이도,Dido,en-US,ko-KR,202041,轻巡,Light Cruiser,皇家,Royal Navy,,,黛朵,,
다이도(μ장비),Dido μ,en-US,ko-KR,202281,轻巡,Light Cruiser,皇家,Royal Navy,μ兵装,,黛朵(μ兵装),,
다이센,Daisen,en-US,ko-KR,399071,战列,Battleship,重樱,Sakura Empire,,,大山,鳝,
다이호,Taihou,en-US,ko-KR,307071,正航,Aircraft Carrier,重樱,Sakura Empire,,,大凤,鹩,
다이호(μ장비),Taihou μ,en-US,ko-KR,307111,正航,Aircraft Carrier,重樱,Sakura Empire,μ兵装,,大凤(μ兵装),鹩(μ兵装),
다이호·META,Taihou META,en-US,ko-KR,9707051,正航,Aircraft Carrier,META,META,META,,大凤·META,鹩·META,
대처,Thatcher,en-US,ko-KR,101121,驱逐,Destroyer,白鹰,Eagle Union,,,撒切尔,,
데본셔,Devonshire,en-US,ko-KR,203131,重巡,Heavy Cruiser,皇家,Royal Navy,,,德文郡,,
데이스,Dace,en-US,ko-KR,108011,潜艇,Submarine,白鹰,Eagle Union,,,鲦鱼,,
덴버,Denver,en-US,ko-KR,102151,轻巡,Light Cruiser,白鹰,Eagle Union,,,丹佛,,
도셋셔,Dorsetshire,en-US,ko-KR,203061,重巡,Heavy Cruiser,皇家,Royal Navy,,,多塞特郡,,
도이칠란트,Deutschland,en-US,ko-KR,403041,重巡,Heavy Cruiser,铁血,Iron Blood,,,德意志,亚勒玛妮亚,
돌핀,Dolphin,en-US,ko-KR,9600111,风帆,Sailing Frigate,飓风船团,Tempesta,,,海豚号,,
됭케르크,Dunkerque,en-US,ko-KR,904011,战巡,Battlecruiser,维希教廷,Vichya Dominion,,,敦刻尔克,,
됭케르크·META,Dunkerque META,en-US,ko-KR,9704061,战巡,Battlecruiser,META,META,META,,敦刻尔克·META,,
두카 델리 아브루치,Duca degli Abruzzi,en-US,ko-KR,602011,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,,阿布鲁齐公爵,,
뒤게 트루앵,Duguay-Trouin,en-US,ko-KR,802041,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,迪盖·特鲁因,,
뒤스부르크,Duisburg,en-US,ko-KR,402111,轻巡,Light Cruiser,铁血,Iron Blood,,,杜伊斯堡,多琳妮娅,
뒤켄,Duquesne,en-US,ko-KR,803031,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,迪凯纳,,
듀이,Dewey,en-US,ko-KR,101021,驱逐,Destroyer,白鹰,Eagle Union,,,杜威,,
듀이·META,Dewey META,en-US,ko-KR,9701101,驱逐,Destroyer,META,META,META,,杜威·META,,
듀크 오브 요크,Duke of York,en-US,ko-KR,205071,战列,Battleship,皇家,Royal Navy,,,约克公爵,,
듀플렉스,Dupleix,en-US,ko-KR,900445,重巡,Heavy Cruiser,维希教廷,Vichya Dominion,,,迪普莱克斯,,
드 제번 프로빈시엔,De Zeven Provinciën,en-US,ko-KR,900496,轻巡,Light Cruiser,郁金王国,Kingdom of Tulipa,,,七省,,
드레이크,Drake,en-US,ko-KR,299041,重巡,Heavy Cruiser,皇家,Royal Navy,,,德雷克,,
드미트리 돈스코이,Dmitri Donskoi,en-US,ko-KR,799031,轻巡,Light Cruiser,北方联合,Northern Parliament,,,迪米特里·顿斯科伊,,
딩안,Ting An,en-US,ko-KR,519011,运输,Munition Ship,东煌,Dragon Empery,,,定安,,
라 갈리소니에르,La Galissonnière,en-US,ko-KR,902011,轻巡,Light Cruiser,维希教廷,Vichya Dominion,,,拉·加利索尼埃,,
