category,category_label,id,zh-CN,ja-JP,zh-TW,en-US,ko-KR,th-TH,src_table
04_story_title,剧情标题,MomoTalk.10065.412,百鬼夜行的宣传负责人，果穗同学,百鬼夜行の広報担当、カホさん,,,백귀야행의 홍보대사 카호 님,,momotalk/10065.yml
04_story_title,剧情标题,MomoTalk.10065.413,比部长更有部长风范的果穗同学,部長よりも部長らしいカホさん,,,부장님보다 더 부장님 다운 카호 님,,momotalk/10065.yml
04_story_title,剧情标题,MomoTalk.10065.414,果穗同学的完美随行,カホさんの完璧なエスコート,,,카호 님의 완벽한 에스코트,,momotalk/10065.yml
04_story_title,剧情标题,MomoTalk.10065.415,果穗同学有计划的营业战略,カホさんの計画的な営業戦略,,,카호 님의 진정한 영업전략,,momotalk/10065.yml
04_story_title,剧情标题,MomoTalk.10065.416,初心不可忘,初心忘れるべからず,,,마음을 담은 장식품,,momotalk/10065.yml
04_story_title,剧情标题,MomoTalk.10066.417,女仆大危机！,メイド大ピンチ！,,,메이드 대 핀치!,,momotalk/10066.yml
04_story_title,剧情标题,MomoTalk.10066.418,女仆的学习大作战！,メイドお勉強大作戦！,,,공부! 메이드 대작전!,,momotalk/10066.yml
04_story_title,剧情标题,MomoTalk.10066.419,出击准备完毕！,出撃準備完了！,,,출격 준비 완료!,,momotalk/10066.yml
04_story_title,剧情标题,MomoTalk.10066.420,女仆勇者的装备,メイド勇者の装備,,,메이드 용사의 장비,,momotalk/10066.yml
04_story_title,剧情标题,MomoTalk.10067.421,理由之后再说,理由は後から,,,문제의 원인,,momotalk/10067.yml
04_story_title,剧情标题,MomoTalk.10067.422,兔子的传闻,バニーの噂,,,존재의 이유,,momotalk/10067.yml
04_story_title,剧情标题,MomoTalk.10067.423,放松心情的地方,心休まる場所,,,휴식의 장소,,momotalk/10067.yml
04_story_title,剧情标题,MomoTalk.10068.424,早上好，玲纱,おはよう、レイサ,,,안녕 레이사,,momotalk/10068.yml
04_story_title,剧情标题,MomoTalk.10068.425,相信吧，玲纱,信じて、レイサ,,,믿어봐 레이사,,momotalk/10068.yml
04_story_title,剧情标题,MomoTalk.10068.426,谢谢你，玲纱,ありがとう、レイサ,,,고마워 레이사,,momotalk/10068.yml
04_story_title,剧情标题,MomoTalk.10068.427,做个好梦，玲纱,おやすみ、レイサ,,,잘 자 레이사,,momotalk/10068.yml
04_story_title,剧情标题,MomoTalk.10069.428,尽情享用吧！,たくさん召し上がれ！,,,많이 먹고 힘 내야지!,,momotalk/10069.yml
04_story_title,剧情标题,MomoTalk.10069.429,先尝尝味道吧！,まずは味見して！,,,일단 맛을 보고 평가해!,,momotalk/10069.yml
04_story_title,剧情标题,MomoTalk.10069.430,服务业的烦恼,接客業の悩み,,,손님 맞이는 힘든 법이야.,,momotalk/10069.yml
04_story_title,剧情标题,MomoTalk.10069.431,不介意的哟？,気にしてないよ？,,,아무려면 어때!,,momotalk/10069.yml
04_story_title,剧情标题,MomoTalk.10070.432,第一印象,第一印象,,,첫 인상,,momotalk/10070.yml
04_story_title,剧情标题,MomoTalk.10070.433,练习竖笛,リコーダーの練習,,,리코더 연습,,momotalk/10070.yml
04_story_title,剧情标题,MomoTalk.10070.434,落雨时的天色,雨空の色,,,비 내리는 날의 느와르,,momotalk/10070.yml
04_story_title,剧情标题,MomoTalk.10070.435,纵使时光流逝,時が経てども,,,시간이 지나도,,momotalk/10070.yml
04_story_title,剧情标题,MomoTalk.10071.436,SRT，开始采购,SRT、購入します,,,"SRT, 구입합니다.",,momotalk/10071.yml
04_story_title,剧情标题,MomoTalk.10071.437,SRT，开始训练,SRT、訓練します,,,"SRT, 훈련합니다.",,momotalk/10071.yml
04_story_title,剧情标题,MomoTalk.10071.438,SRT，开始探险,SRT、探検します,,,"SRT, 탐험합니다.",,momotalk/10071.yml
04_story_title,剧情标题,MomoTalk.10071.439,SRT，开始报告,SRT、報告します,,,"SRT, 보고합니다.",,momotalk/10071.yml
04_story_title,剧情标题,MomoTalk.10072.440,水下补给作战（1）,水中補給作戦（１）,,,수중 보급 작전,,momotalk/10072.yml
04_story_title,剧情标题,MomoTalk.10072.441,水下补给作战（2）,水中補給作戦（２）,,,수중 보급 작전 2,,momotalk/10072.yml
04_story_title,剧情标题,MomoTalk.10072.442,潜伏于滩涂之物,干潟に潜むもの,,,갯벌 속의 괴물,,momotalk/10072.yml
04_story_title,剧情标题,MomoTalk.10072.443,深水域，浅呼吸,深い海、浅い呼吸,,,깊은 호흡 아래의 바다,,momotalk/10072.yml
04_story_title,剧情标题,MomoTalk.10073.444,不合适的打扮,柄にもない格好,,,어울리지 않는 모습,,momotalk/10073.yml
04_story_title,剧情标题,MomoTalk.10073.445,森林中伫立的小咖啡馆,森の佇む小さなカフェ,,,숲 속의 작은 카페,,momotalk/10073.yml
04_story_title,剧情标题,MomoTalk.10073.446,直到最后一口,最後の一口まで,,,넘어온 사람들,,momotalk/10073.yml
04_story_title,剧情标题,MomoTalk.10074.447,今天是安全日哦,今日は安全日です,,,오늘은 위험하지 않습니다,,momotalk/10074.yml
04_story_title,剧情标题,MomoTalk.10074.448,原本的姿态,ありのままの姿,,,보는 사람이 없다면 의미도 없다,,momotalk/10074.yml
04_story_title,剧情标题,MomoTalk.10074.449,笨拙的一面,不器用な一面,,,의외로 서툰 모습,,momotalk/10074.yml
04_story_title,剧情标题,MomoTalk.10075.450,物资调遣,物資調達,,,물자 조달,,momotalk/10075.yml
04_story_title,剧情标题,MomoTalk.10075.451,创作之苦（1）,創作の苦しみ（１）,,,창작의 고통 1,,momotalk/10075.yml
04_story_title,剧情标题,MomoTalk.10075.452,创作之苦（2）,創作の苦しみ（２）,,,창작의 고통 2,,momotalk/10075.yml
04_story_title,剧情标题,MomoTalk.10075.453,欢迎来到，知识解放战线！,知識解放戦線へ、ようこそ！,,,붉은 겨울로의 초대,,momotalk/10075.yml
04_story_title,剧情标题,MomoTalk.10076.454,一起做准备,準備を一緒に,,,치어리더 코토리,,momotalk/10076.yml
04_story_title,剧情标题,MomoTalk.10076.455,结果上来讲,結果的には,,,확실히 도움이 됐어,,momotalk/10076.yml
04_story_title,剧情标题,MomoTalk.10076.456,这是两码事,それはそれ、これはこれ,,,그것과 이것은 별개,,momotalk/10076.yml
04_story_title,剧情标题,MomoTalk.10076.457,这份不愿说明的心情,説明したくない気持ち,,,설명하면 안 되는 것,,momotalk/10076.yml
04_story_title,剧情标题,MomoTalk.10077.458,凡事都要适可而止,何事もほどほどが一番,,,좋은 게 좋은 거,,momotalk/10077.yml
04_story_title,剧情标题,MomoTalk.10077.459,没什么大不了的,大したことじゃない,,,대단할 거 없는 일임다,,momotalk/10077.yml
04_story_title,剧情标题,MomoTalk.10077.460,能和我做个约定吗,約束してくれませんか,,,한 가지 약속을 하도록 하죠,,momotalk/10077.yml
04_story_title,剧情标题,MomoTalk.10077.461,稍作休息,しばらくは,,,당분간은,,momotalk/10077.yml
04_story_title,剧情标题,MomoTalk.10078.462,鬼怒川霞,鬼怒川カスミ,鬼怒川佳澄,,키누가와 카스미,,momotalk/10078.yml
04_story_title,剧情标题,MomoTalk.10078.463,我喜欢爆破工作,私は爆破作業が好きだ,,,나는 발파 작업이 좋다,,momotalk/10078.yml
04_story_title,剧情标题,MomoTalk.10078.464,知性的模样,知的な姿,,,지적인 모습,,momotalk/10078.yml
04_story_title,剧情标题,MomoTalk.10078.465,深山传来的救援请求,山奥からの救助要請,,,깊은 산중의 구조요청,,momotalk/10078.yml
04_story_title,剧情标题,MomoTalk.10079.466,哔哩哔哩,ビリビリ,,,혹시나 하는 마음에,,momotalk/10079.yml
04_story_title,剧情标题,MomoTalk.10079.467,与生俱来的气场,天性のオーラ,,,천성적 분위기,,momotalk/10079.yml
04_story_title,剧情标题,MomoTalk.10079.468,相似之物,似たもの同士,,,이심전심,,momotalk/10079.yml
04_story_title,剧情标题,MomoTalk.10079.469,自动售货机,自動販売機,,,생각해보니 맞네,,momotalk/10079.yml
04_story_title,剧情标题,MomoTalk.10080.470,心理掌握,心理掌握,心理掌握,Mental Out,멘탈 아웃,เมนทัล เอาต์,momotalk/10080.yml
04_story_title,剧情标题,MomoTalk.10080.471,脑力劳动专业,頭脳労働専門,,,누구에게나 약점은 있다,,momotalk/10080.yml
04_story_title,剧情标题,MomoTalk.10080.472,察言观色,気配り,,,배려,,momotalk/10080.yml
04_story_title,剧情标题,MomoTalk.10080.473,料理中的讲究,料理のこだわり,,,까다로움,,momotalk/10080.yml
04_story_title,剧情标题,MomoTalk.10081.474,初次见面！,初めてですの！,,,전부 처음 해보는 것이어요!,,momotalk/10081.yml
04_story_title,剧情标题,MomoTalk.10081.475,粗点心的味道，真是美妙！,駄菓子の味は、えくせれんと！,,,막과자의 맛이 엑설런트이어요!,,momotalk/10081.yml
04_story_title,剧情标题,MomoTalk.10081.476,休息也是很重要的！,休みも大切ですの！,,,쉬는 것도 중요한 법이어요!,,momotalk/10081.yml
04_story_title,剧情标题,MomoTalk.10081.477,盼望着，期待着,待ちわびて、楽しみて,,,기다리는 시간조차 즐거이,,momotalk/10081.yml
04_story_title,剧情标题,MomoTalk.10082.478,青春的师父,青春の師,,,청춘의 스승님,,momotalk/10082.yml
04_story_title,剧情标题,MomoTalk.10082.479,青春的经典桥段：转学生,青春の定石:転校生,,,청춘의 정석: 전학생,,momotalk/10082.yml
04_story_title,剧情标题,MomoTalk.10082.480,青春的经典桥段：青梅竹马,青春の定石:幼なじみ,,,청춘의 정석: 소꿉친구,,momotalk/10082.yml
04_story_title,剧情标题,MomoTalk.10082.481,怀揣青春的感谢,青春の感謝をこめて,,,청춘의 감사를 담아,,momotalk/10082.yml
04_story_title,剧情标题,MomoTalk.10083.482,调停室的当班猫,屋敷を守る猫,,,저택을 지키는 고양이,,momotalk/10083.yml
04_story_title,剧情标题,MomoTalk.10083.483,休息的重要性,結び目は確実に,,,맺고 끊음은 확실하게,,momotalk/10083.yml
04_story_title,剧情标题,MomoTalk.10083.484,想要隐瞒的思绪,見せたくなかった姿,,,보이고 싶지 않았던 모습,,momotalk/10083.yml
04_story_title,剧情标题,MomoTalk.10083.485,袒露心声,心を開いて,,,마음을 열고,,momotalk/10083.yml
04_story_title,剧情标题,MomoTalk.10084.486,山的距离感,山の距離感,,,은밀한 산행,,momotalk/10084.yml
04_story_title,剧情标题,MomoTalk.10084.487,自然之声（1）,自然の音（１）,,,자연의 소리 1,,momotalk/10084.yml
04_story_title,剧情标题,MomoTalk.10084.488,自然之声（2）,自然の音（２）,,,자연의 소리 2,,momotalk/10084.yml
04_story_title,剧情标题,MomoTalk.10084.489,回响,反響,,,반향,,momotalk/10084.yml
04_story_title,剧情标题,MomoTalk.10085.490,数字游民,ノマドワーカー,,,디지털 노마드,,momotalk/10085.yml
04_story_title,剧情标题,MomoTalk.10085.491,豪华露营,グランピング,,,글램핑,,momotalk/10085.yml
04_story_title,剧情标题,MomoTalk.10085.492,世界上最大的服务器,世界一大きいサーバー,,,세상에서 가장 큰 서버,,momotalk/10085.yml
04_story_title,剧情标题,MomoTalk.10085.493,脱咖啡因,デカフェ,,,디카페인,,momotalk/10085.yml
04_story_title,剧情标题,MomoTalk.10086.494,日奈与礼服（1）,ヒナとドレス（１）,,,히나와 드레스 1,,momotalk/10086.yml
04_story_title,剧情标题,MomoTalk.10086.495,日奈与礼服（2）,ヒナとドレス（２）,,,히나와 드레스 2,,momotalk/10086.yml
04_story_title,剧情标题,MomoTalk.10086.496,日奈与钢琴,ヒナとピアノ,,,히나와 피아노,,momotalk/10086.yml
04_story_title,剧情标题,MomoTalk.10087.497,总之我不能输！,とにかく負けられません！,,,아무튼 질 수 없어요!,,momotalk/10087.yml
04_story_title,剧情标题,MomoTalk.10087.498,总之我要退货！,とにかく返品します！,,,아무튼 반품할 거예요!,,momotalk/10087.yml
04_story_title,剧情标题,MomoTalk.10087.499,总之我很忙的！,とにかく忙しかったんです！,,,아무튼 그런 걸로 해둬요!,,momotalk/10087.yml
04_story_title,剧情标题,MomoTalk.10088.500,宁静的一刻,静かなひととき,,,늘어져 있는 시간,,momotalk/10088.yml
04_story_title,剧情标题,MomoTalk.10088.501,着装要求,ドレスコード,,,분위기에 맞는 옷,,momotalk/10088.yml
04_story_title,剧情标题,MomoTalk.10088.502,小孩子的倔强,子供の意地,,,어린애의 오기처럼 보이겠지만,,momotalk/10088.yml
04_story_title,剧情标题,MomoTalk.10089.503,派不上用场的礼服,出番のないドレス,,,걸어 둔 드레스,,momotalk/10089.yml
04_story_title,剧情标题,MomoTalk.10089.504,一点点向您靠近,ちょっとは近づいたかしら,,,조금은 비슷해졌을까,,momotalk/10089.yml
04_story_title,剧情标题,MomoTalk.10089.505,有第二次就有第三次,二度あることは三度ある,,,또 동결된 계좌,,momotalk/10089.yml
04_story_title,剧情标题,MomoTalk.10090.506,祭典真的、真的、真的是太棒了！,お祭りって素敵です。本当、本当、本当に！,,,"축제란 멋지죠. 정말, 정말, 정말로요!",,momotalk/10090.yml
04_story_title,剧情标题,MomoTalk.10090.507,过去的我就是那样的孩子,過去の私はそういう子でした,,,과거의 저는 그런 아이였답니다.,,momotalk/10090.yml
